SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
31405,2022-02-25T00:00:00.000Z,Ukraine,UKR,Zaporizhia Oblast,46.8,35.3,25 February 2022: An Oncology Centre was damaged by suspected shelling of Russian forces,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31409,2022-01-12T00:00:00.000Z,Myanmar,MMR,Magway,21.3,95.0,January 2022: A bomb exploded near a school.,Other,Myanmar Armed Forces,0.0,0.0,0.0,0.0,['Education'],['Unspecified Launch Method'],,,,['weapons']
31435,2022-02-27T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.6,37.4,27 February 2022: A medical facility was damaged by shelling from Russian forces.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31447,2022-02-26T00:00:00.000Z,Ukraine,UKR,Kyiv Oblast,50.4,30.4,26 February 2022: A children's medical facility found guidance sensors for cruise missiles on all four sides of the building. The sensors were reportedly installed on January 18.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31448,2022-02-28T00:00:00.000Z,Ukraine,UKR,Kyiv Oblast,50.4,30.0,"28 February 2022: A maternity medical facility was reportedly hit by Russian shelling, causing significant damage to the medical facility. Everyone was evacuated from the medical facility and no injuries were reported.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31452,2022-03-01T00:00:00.000Z,Ukraine,UKR,Kyiv Oblast,50.6,29.9,01 March 2022: A rehabilitation centre was reportedly shelled by Russian forces.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31453,2022-03-01T00:00:00.000Z,Ukraine,UKR,Zaporizhia Oblast,47.4,35.2,01 March 2022: A multidisciplinary medical facility was struck and damaged by artillery shells fired by Russian forces. Patients and staff were hiding in a bomb shelter at the time of the attack and were not injured.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31454,2022-03-01T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.2,01 March 2022: Staff and patients of a maternity medical facility were reportedly evacuated to a basement to safeguard from missile strikes.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31455,2022-02-27T00:00:00.000Z,Ukraine,UKR,Chernihiv Oblast,51.4,31.2,27 February 2022: The vicinity of a medical facility was hit by a Russian grad rocket.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31456,2022-03-02T00:00:00.000Z,Ukraine,UKR,Zhytomyr Oblast,50.2,28.6,02 March 2022: A maternity medical facility was reportedly damaged after being hit by an aerial bomb. All the windows and doors of the medical facility were broken. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
31463,2022-03-02T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,50.0,36.2,"02 March 2022: A military medical facility was reportedly attacked by Russian paratroopers, leading to a battle within the medical facility between Russian and Ukrainian forces.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31464,2022-03-02T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.2,02 March 2022: A medical student was killed in Russian shelling when he left a bunker to buy food.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,"['Health Care', 'Education']",['Ground-Launched'],,,,['weapons']
31465,2022-02-25T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,50.0,36.1,25 February 2022: The vicinity of a children’s medical facility was hit by Russian cluster munitions.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
31471,2022-01-12T00:00:00.000Z,Somalia,SOM,Banaadir,2.0,45.3,January 2022: An IO staff residence slightly damaged by the shock wave of a VBIED attack on a convoy.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,"['Protection', 'Aid Operations']",['Directly-Emplaced'],,,,['weapons']
31475,2022-01-07,CAR,CAF,Bamingui-Bangoran,8.4,20.6,January 2022: Two INGO aid workers were reportedly arrested and had their personsal belongings confiscated.,Police,Internal Security Forces (Central African Republic),0.0,0.0,0.0,2.0,[],[],,,,['aid_workers']
31476,2022-02-23,DRC,COD,South Kivu,-3.1,29.0,February 2022: A male aid worker was killed by two armed individuals. ,NSA,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31477,2021-09-21,Afghanistan,AFG,Herat Province,34.3,62.2,September 2021: An aid worker was kidnapped and released the following day. ,No Information,Unidentified armed actor,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
31479,2022-03-02T00:00:00.000Z,Ukraine,UKR,Luhansk Oblast,48.9,38.5,"On 02 March 2022: A missile reportedly struck the gym at School No. 16. Civilians were reportedly taking shelter in the school at the time of the attack, however no casualties were reported. ",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31480,2022-03-02T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.1,March 2022: A university and police department were hit and damaged by a Russian missile strike. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31482,2022-03-01T00:00:00.000Z,Ukraine,UKR,Pecherskyi district,50.4,30.5,Around 01 March 2022: Suspected Russian airstrike hit near a kindergarten and apartment complex damaged the school’s playground. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
31483,2022-03-01T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.0,37.5,On 01 March 2022: Shelling reportedly struck School No. 16. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31484,2022-03-01T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.1,On 01 March 2022: Shelling reportedly hit three schools. The strike on School No. 17 produced damage to a wall and blew out windows. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31485,2022-02-28T00:00:00.000Z,Ukraine,UKR,Zaporizhia Oblast,46.8,35.3,"On 28 February 2022: Artillery shells reportedly hit a school, setting it on fire. No injuries were reported.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31486,2022-02-24T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.8,36.6,"February 2022: A missile strike on a residential area wounded 20 people, including a female educator who received facial injuries after being struck by shards of glass in the blast. ",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31488,2022-02-25T00:00:00.000Z,Ukraine,UKR,Sumy Oblast,50.3,34.8,"February 2022: Unidentified perpetrators attacked a kindergarten, killing six people, including a seven-year-old girl. Doctors were subsequently fighting to save the life of a second wounded child.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Air-Launched: Plane'],,,,['weapons']
31489,2022-02-25T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,48.0,37.8,On 25 February 2022: Two educators were killed in an artillery strike on School No. 50. The school’s windows were broken and walls partially collapsed as a result of the shelling. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31490,2022-02-25T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.9,37.8,On 25 February 2022: School No. 48 was damaged by a missile fired by suspected Russian forces. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31491,2022-02-26T00:00:00.000Z,Ukraine,UKR,Chernihiv Oblast,51.4,31.2,"On 26 February 2022: A kindergarten was hit by an explosive weapon, most likely an artillery shell, which started a fire on the second floor of the school.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31492,2022-02-26T00:00:00.000Z,Ukraine,UKR,Kyiv Oblast,50.1,30.3,On 26 February 2022: A technical college was reportedly struck by a missile causing three floors of the education facility to collapse and other damage. A military college located across the street from the education facility may have been the target of the strike. ,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31494,2022-02-27T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.1,"On 27 February 2022: School No. 134 was reportedly burned to rubble. Some reports allege the fire sparked due to combat between Ukrainian and Russian forces, while others allege Russian forces laid siege to the building.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31533,2021-10-10,Afghanistan,AFG,Balkh Province,35.8,66.8,October 2021: A UN staff member was summoned by police after allegations were made that he was supporting an opposition group. He was released the following day.,Police,Afghan National Police,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
31535,2022-02-03,DRC,COD,North Kivu,-0.9,29.3,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31536,2022-02-05,DRC,COD,North Kivu,-1.0,29.1,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31537,2022-02-18,Sudan,SDN,West Darfur State,12.9,22.8,,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31538,2022-02-22,Sudan,SDN,Gedarif State,14.0,35.3,,Other,Herdsmen (Sudan),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31539,2022-02-22,Sudan,SDN,Gedarif State,14.0,35.3,,Other,Herdsmen (Sudan),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31540,2022-02-22,Sudan,SDN,Gedarif State,14.0,35.3,,Other,Herdsmen (Sudan),0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31541,2022-02-16,Ethiopia,ETH,Amhara Region,13.0,37.7,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, Adult, ",['crsv']
31542,2022-02-16,Ethiopia,ETH,Amhara Region,13.0,37.7,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, Adult, ",['crsv']
31543,2022-02-16,Ethiopia,ETH,Amhara Region,13.0,37.7,,NSA,Tigray People’s Liberation Front,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31548,2022-02-24T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.7,37.2,"24 February 2022: A medical facility and ambulance were damaged, six doctors were injured and four civilians were killed by a Russian ballistic missile.",Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31549,2022-03-02T00:00:00.000Z,Ukraine,UKR,Donetsk Oblast,47.1,37.6,02 March 2022: A maternity medical facility was struck by Russian artillery.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31550,2022-03-01T00:00:00.000Z,Ukraine,UKR,Kharkiv Oblast,49.9,36.1,01 March 2022: A medical facility was fired at with grad missiles by the Russian Airforce.,Foreign Forces: Military,Armed Forces of the Russian Federation,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31576,2021-06-03,Colombia,COL,Localidad Teusaquillo,4.6,-74.0,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],ThreatOfSexualViolence,Female,"Adult, ",['crsv']
31579,2021-05-20,Colombia,COL,Antioquia,6.2,-75.5,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],ThreatOfSexualViolence,Female,"Adult, ",['crsv']
31584,2021-06-03,Colombia,COL,Localidad Teusaquillo,4.6,-74.0,,Civilian,Demonstrators,0.0,0.0,0.0,0.0,[],[],SexualAssault,Female,"Adult, ",['crsv']
31592,2021-04-28,Colombia,COL,Localidad Puente Aranda,4.6,-74.0,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],ThreatOfSexualViolence,Female,"Adult, ",['crsv']
31599,2021-05-02,Colombia,COL,Meta,3.9,-73.7,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],ThreatOfSexualViolence,Female,"Adult, ",['crsv']
31600,2022-03-16T00:00:00.000Z,Yemen,YEM,Al Hudaydah Governorate,14.7,42.9,March 2022: Two UN trucks were damaged when a landmine exploded.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,['weapons']
31602,2022-03-26,DRC,COD,South Kivu,-4.2,29.0,March 2022: Four male nurses and an NGO driver were kidnapped by suspected Mai-Mai armed militias who stormed a medical facility. Three were released on 26 March. ,NSA,Mai Mai militia,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
31604,2022-03-15T00:00:00.000Z,Somalia,SOM,Banaadir,2.0,45.3,March 2022: An IED attached to a teachers' vehicle detonated.  ,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Education'],['Directly-Emplaced'],,,,['weapons']
31609,2021-05-11,Colombia,COL,Localidad Teusaquillo,4.6,-74.1,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],StrippedNaked/TornClothes,Female,"Adult, ",['crsv']
31610,2021-05-11,Colombia,COL,Localidad Kennedy,4.6,-74.1,,Police,National Police of Colombia,0.0,0.0,0.0,0.0,[],[],SexualAssault,Female,"Adult, ",['crsv']
31611,2021-11-16T00:00:00.000Z,Uganda,UGA,Central Region,0.3,32.5,November 2021: Two bomb blasts occurred near an INGO office whilst staff where at the office. All staff were safe.,NSA,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Aid Operations'],['Unspecified Launch Method'],,,,['weapons']
31623,2022-03-15,South Sudan,SSD,Eastern Equatoria,4.4,32.5,March 2022: An off-duty NGO national aid worker was killed by an armed individual.,NSA,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31625,2022-03-19,South Sudan,SSD,Jonglei,7.6,32.1,March 2022: An aid worker was shot and killed when the vehcile they were travelling in was ambushed by by armed perpetrators . Other staff members were robbed of their personal belongings. ,Criminal,Criminal,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31632,2021-08-17T00:00:00.000Z,Syria,SYR,Daraa Governorate,32.6,36.1,"August 2021: Tension between SAA and former NSAGs in Daraâ€™a escalated and both sides are engaged in armed clashes in Daraâ€™a city amid an ongoing exchange of ground shelling across several locations in the governorate, hindering aid movements/activities in Daraâ€™a city and its countryside. ",Multiple,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Aid Operations'],['Ground-Launched'],,,,['weapons']
31657,2022-01-24,DRC,COD,South Kivu,-4.2,28.8,January 2022: Three INGO aid workers were ambushed and kidnapped by armed men while on their way to a project site.,NSA,Unidentified armed actor,0.0,0.0,3.0,0.0,[],[],,,,['aid_workers']
31668,2022-02-23,Bangladesh,BGD,Dhaka Division,22.9,89.8,,No Information,No Information,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Minor, ",['crsv']
31673,2022-01-31T00:00:00.000Z,Myanmar,MMR,Chin,21.1,94.0,January 2022: A school and education office as well as a police station were occupied by approximately 300 State Administration Council (SAC) forces,NSA,Chinland Defence Force (Myanmar),0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31684,2022-01-28T00:00:00.000Z,Kyrgyzstan,KGZ,Osh Region,39.3,72.8,January 2022: An ambulance driver killed during violence between Kyrgyz and Tajik communities.,Foreign Forces: Military,"Armed Forces of the Republic of Tajikistan, Kyrgyz Armed Forces",0.0,0.0,0.0,0.0,['Health Care'],"['NotAnswered', 'Ground-Launched']",,,,['weapons']
31688,2022-02-09T00:00:00.000Z,Syria,SYR,Al-Hasaka Governorate,36.5,40.7,February 2022: Some buildings of the university  were destroyed during fights between US-led Coalition forces and the Islamic State,Multiple,"Islamic State, US Military",0.0,0.0,0.0,0.0,['Education'],['Ground-Launched'],,,,['weapons']
31697,2022-02-10,South Sudan,SSD,Warrap,9.3,28.5,February 2022: An INGO nurse was killed inside his home amid an outbreak of inter-communal violence.,No Information,Unidentified armed actor,1.0,0.0,0.0,0.0,[],[],,,,['aid_workers']
31702,2022-02-03,Bangladesh,BGD,Chattogram Division,21.1,92.0,,Employee,Health worker,0.0,0.0,0.0,0.0,[],[],SexualHarassment,Female,"Adult, ",['crsv']
31704,2022-01-13,Nigeria,NGA,Kaduna State,10.0,7.3,January 2022: An LNGO aid worker was kidnapped while traveling and later tortured. He was reportedly targeted due to his work with politicians. He was released the following week.,NSA,Unidentified armed actor,0.0,0.0,1.0,0.0,[],[],,,,['aid_workers']
31716,2022-02-16,Bangladesh,BGD,Sylhet Division,24.7,91.5,,No Information,No Information,0.0,0.0,0.0,0.0,[],[],Rape,Female,"Adult, ",['crsv']
31730,2022-01-10,Cambodia,KHM,Preah Vihear,13.7,104.9,January 2022: Three LNGO aid workers were killed and another injured in an an anti-tank mine explosion as they performed their duties.,NSA,Unidentified armed actor,3.0,1.0,0.0,0.0,['Aid Operations'],['Directly-Emplaced'],,,,"['weapons', 'aid_workers']"
31731,2022-03-23,South Sudan,SSD,Lakes,6.8,29.6,"March 2022: An NGO national aid worker was arrested and detained by members of SSPDF at his office. Four motorbikes, a laptop and a desktop were seized. The aid worker was released on 25 March. ",Host Government: Military,South Sudan People's Defence Force,0.0,0.0,0.0,1.0,[],[],,,,['aid_workers']
31735,2022-03-26T00:00:00.000Z,Yemen,YEM,Hajjah Governorate,16.2,42.8,"March 2022: A UN compound had several windows glass cracked when three SLC airstrikes targeted residential houses in Hadda neighbourhood , 30 meters away from the compound.",Foreign Forces: Military,Saudi-led coalition in Yemen,0.0,0.0,0.0,0.0,['Aid Operations'],['Air-Launched: Plane'],,,,['weapons']
31769,2022-03-04,OPT,PSE,West Bank,,,March 2022: Two Palestinian medics were injured with rubber bullets by Israeli soldiers as they were providing first aid during a protest. An ambulance was also damaged by rubber bullets. ,Host Government: Military,Israeli Defence Forces,0.0,2.0,0.0,0.0,[],[],,,,['aid_workers']
31770,2022-02-27T00:00:00.000Z,Syria,SYR,Aleppo Governorate,36.5,37.0,February 2022: A health worker and a patient were injured during shelling of a medical facility by SDF. ,NSA,Syrian Democratic Forces,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31771,2022-03-04T00:00:00.000Z,Yemen,YEM,Al Bayda' Governorate,14.3,45.2,March 2022: A medical facility was damaged by artillery shelling.,No Information,Unidentified Armed Actor,0.0,0.0,0.0,0.0,['Health Care'],['Ground-Launched'],,,,['weapons']
31772,2022-02-08,Bangladesh,BGD,Rajshahi Division,24.3,88.5,,Employee,Employee,0.0,0.0,0.0,0.0,[],[],AttemptedSexualAssault,Female,"Minor, ",['crsv']
31775,2021-06-09T00:00:00.000Z,Syria,SYR,Idlib Governorate,35.8,36.8,"June 2021: Near Idlib governorate, Syrian artillery units fired a shell at an IDP Camp, damaging a number of tents including two serving as a school and a mosque. ",Other,Syrian Armed Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
